;original_title;budget;popularity;release_date;revenue;clear_genres
4611;Tillsammans;0;3.358638;2000-08-25;0.0;Drama, Comedy, Romance
4612;Punks;0;0.535518;2000-01-24;0.0;Comedy, Romance
4613;Tortilla Soup;0;4.101369;2001-08-21;4574762.0;Comedy, Drama, Romance
4614;Jeepers Creepers;10000000;10.414363;2001-07-01;59217789.0;Horror, Thriller
4615;O;0;5.378833;2001-08-31;16017403.0;Drama, Romance, Thriller
4616;Waking Up in Reno;0;3.093697;2002-12-13;261603.0;Comedy, Romance
4617;Speedway Junky;1000000;1.19861;1999-02-11;0.0;Romance, Drama, Crime
4618;3 Ninjas;0;11.035859;1992-08-07;0.0;Action, Adventure, Comedy, Family
4619;3 Ninjas Kick Back;0;3.775127;1994-05-06;0.0;Adventure, Action, Comedy, Family
4620;3 Ninjas Knuckle Up;0;2.544118;1995-04-07;0.0;Adventure, Action, Comedy, Family
4621;The Hunter;0;5.432879;1980-08-01;0.0;Action, Drama, Thriller
4622;Maniac;350000;4.838469;1980-11-07;0.0;Horror
4623;Vamp;1900000;4.119963;1986-07-18;4790926.0;Comedy, Horror
4624;The Wicker Man;0;7.206941;1973-12-01;0.0;Horror, Music, Mystery, Thriller
4625;Wish Upon a Star;0;3.332706;1996-11-12;0.0;Family, Comedy, Fantasy
4626;The Musketeer;40000000;4.260945;2001-09-07;27053815.0;Action, Adventure, Drama
4627;Rock Star;57000000;10.076223;2001-09-04;16991902.0;Music, Drama, Comedy
4628;Soul Survivors;0;3.076331;2001-09-06;0.0;Horror, Mystery, Thriller
4629;Two Can Play That Game;6000000;2.294632;2001-09-07;0.0;Comedy, Romance
4630;Bounce: Behind The Velvet Rope;0;0.03652;2001-09-07;0.0;
4631;Diamond Men;0;0.644655;2000-01-01;0.0;Drama, Thriller, Mystery
4632;جمعه;0;0.400015;2000-01-01;0.0;Drama
4633;Satree lek;0;0.290354;2000-03-04;0.0;Comedy, Drama
4634;Kill Me Later;0;0.563767;2001-09-14;0.0;Drama, Action, Comedy, Thriller, Crime, Romance
4635;L.I.E. Long Island Expressway;700000;8.66635;2001-01-20;1667192.0;Drama
4636;La virgen de los sicarios;0;0.985777;2000-09-01;0.0;Crime, Drama, Romance
4637;Abbott and Costello Meet the Mummy;0;4.656016;1955-06-01;0.0;Comedy
4638;Dr. Mabuse, der Spieler;0;3.275117;1922-04-27;0.0;Crime, Drama, Mystery, Thriller
4639;Into the Arms of Strangers: Stories of the Kindertransport;0;0.838983;2000-09-06;0.0;Documentary
4640;The Glass House;30000000;6.418936;2001-09-14;23619609.0;Drama, Thriller
4641;Hardball;32000000;7.674549;2001-09-14;40222729.0;Comedy, Romance
4642;Dinner Rush;0;1.578282;2000-09-01;0.0;Drama, Action, Thriller
4643;Haiku Tunnel;0;0.100465;2001-09-07;251058.0;Comedy
4644;Big Trouble;40000000;5.761051;2002-04-05;8493890.0;Action, Comedy, Thriller
4645;Glitter;22000000;5.420686;2001-09-21;5271666.0;Drama, Romance
4646;Training Day;45000000;13.664622;2001-10-05;104876233.0;Action, Crime, Drama, Thriller
4647;The American Astronaut;0;1.090137;2001-01-20;0.0;Action, Comedy, Science Fiction, Music
4648;Children Underground;0;0.851458;2001-09-19;0.0;Documentary
4649;Go Tigers!;0;0.03652;2001-01-20;0.0;Documentary
4650;Liam;0;1.54417;2000-09-04;0.0;Drama
4651;Megiddo: The Omega Code 2;0;1.414972;2001-09-07;0.0;Action, Science Fiction, Thriller
4652;Sidewalks of New York;1000000;2.678923;2001-11-23;2402459.0;Comedy, Drama, Romance
4653;The Endurance: Shackleton's Legendary Antarctic Expedition;0;1.079975;2000-09-02;2452566.0;Documentary, History
4654;The French Lieutenant's Woman;0;3.122717;1981-08-28;2689068.0;Drama, Romance
4655;Il grande silenzio;0;3.237317;1968-02-21;0.0;Action, Drama, Western
4656;The Legend of Hell House;0;7.784939;1973-06-15;0.0;Horror, Mystery
4657;Little Man Tate;0;4.294078;1991-09-06;0.0;Drama, Family
4658;Москва слезам не верит;0;3.494578;1980-02-11;0.0;Drama, Comedy, Romance
4659;Phantom of the Paradise;0;6.469438;1974-10-31;0.0;Comedy, Fantasy, Horror, Music, Thriller
4660;The Return of a Man Called Horse;0;1.247876;1976-06-28;0.0;Action, Drama, Western
4661;Valdez Is Coming;0;3.189948;1971-04-09;0.0;Western
4662;13 Ghosts;0;6.586372;1960-08-05;0.0;Horror
4663;Montenegro;0;0.011917;1981-10-09;0.0;Comedy, Drama, Romance
4664;Opera;8000000;7.448046;1987-12-19;0.0;Thriller, Horror, Mystery
4665;Father Goose;0;5.441136;1964-10-12;0.0;Adventure, Comedy, Romance
4666;The Grass Is Greener;0;4.074783;1960-12-23;6000000.0;Comedy, Drama, Romance
4667;A Hole in the Head;0;3.113228;1959-09-15;0.0;Comedy, Music
4668;Indiscreet;0;1.407538;1958-06-26;0.0;Comedy, Romance
4669;It's a Mad, Mad, Mad, Mad World;9400000;13.266545;1963-11-07;60000000.0;Action, Adventure, Comedy, Crime
4670;King Solomon's Mines;0;0.357832;1937-01-01;0.0;Action, Adventure, Drama
4671;The Little Foxes;0;1.745592;1941-08-20;0.0;Drama, Romance
4672;Operation Petticoat;0;3.918878;1959-12-05;6800000.0;Action, Comedy, Romance
4673;Play Misty for Me;725000;5.820841;1971-11-03;10600000.0;Crime, Drama, Romance, Thriller
4674;Pocketful of Miracles;2900000;2.649605;1961-12-18;5000000.0;Comedy, Drama
4675;Sayonara;0;1.384634;1957-12-05;0.0;Drama, Romance
4676;Obchod na korze;0;1.615901;1965-09-09;0.0;Drama, War
4677;Spring Break;0;2.031593;1983-03-25;0.0;Comedy, Romance
4678;The Vanishing;0;7.492302;1993-02-05;0.0;Thriller, Drama, Mystery
4679;Silkwood;0;4.873957;1983-12-14;0.0;Drama, Thriller
4680;I Never Promised You a Rose Garden;3000000;0.796358;1977-07-14;0.0;Drama
4681;Quadrophenia;0;4.739658;1979-09-14;0.0;Drama, Music
4682;SpaceCamp;18000000;6.41742;1986-06-06;9697739.0;Family, Adventure
4683;When Worlds Collide;0;3.18578;1951-08-01;0.0;Action, Fantasy, Science Fiction, Thriller
4684;Don't Say a Word;50000000;6.824871;2001-09-28;100020092.0;Thriller
4685;Hearts in Atlantis;31000000;6.425321;2001-09-07;24185781.0;Drama, Mystery
4686;Zoolander;28000000;10.40782;2001-09-28;60780981.0;Comedy
4687;Born Romantic;0;1.427917;2000-09-14;0.0;Comedy, Romance
4688;Extreme Days;0;0.266895;2001-09-28;1.0;Action, Adventure, Comedy, Romance
4689;Va savoir;0;0.446953;2001-09-28;0.0;Comedy, Crime, Drama
4690;Won't Anybody Listen;0;0.078017;2001-09-28;0.0;Music, Documentary
4691;Joy Ride;23000000;10.337689;2001-10-05;36642838.0;Mystery, Thriller, Drama
4692;Max Keeble's Big Move;12000000;2.828884;2001-10-05;17292381.0;Comedy, Family, Fantasy, Science Fiction
4693;Serendipity;28000000;5.715737;2001-10-05;77516304.0;Comedy, Romance
4694;Grateful Dawg;0;0.052403;2000-10-14;0.0;Documentary, Music
4695;La Ciénaga;0;1.628692;2001-04-12;0.0;Comedy, Drama
4696;The Big Red One;4500000;5.395103;1980-05-28;7206220.0;Drama, War
4697;The Boogey Man;300000;2.241945;1980-11-07;0.0;Horror
4698;La Boum;0;12.105748;1980-01-01;0.0;Drama, Romance, Comedy
4699;Lady in a Cage;0;0.686717;1964-01-01;0.0;Drama, Mystery, Thriller
4700;Brubaker;0;14.503963;1980-06-20;37121708.0;Crime, Drama
4701;Can't Stop the Music;0;5.389616;1980-06-20;0.0;Comedy, Music
4702;Carny;0;3.151704;1980-05-23;0.0;Drama
4703;The Changeling;0;5.821597;1980-03-27;12000000.0;Horror, Thriller
4704;Cheech & Chong's Next Movie;0;6.194478;1980-07-18;41675194.0;Action, Adventure, Comedy
4705;Coal Miner's Daughter;15000000;2.847277;1980-03-07;67182787.0;Drama, Music
4706;The Competition;0;0.057987;1980-12-03;0.0;Drama, Romance, Music
4707;Cruising;0;10.03959;1980-09-23;0.0;Horror, Action, Drama, Mystery, Thriller
4708;D.O.A.;0;0.005351;1980-09-12;0.0;Documentary, Music, History
4709;Death Ship;0;3.245807;1980-03-07;0.0;Adventure, Horror, Mystery, Thriller
4710;Le Dernier Métro;0;4.50377;1980-09-17;0.0;Drama, Romance, War
4711;Divine Madness;0;0.732917;1980-09-26;0.0;Music
4712;The Dogs of War;0;3.99897;1980-12-17;0.0;Thriller, Action, Adventure
4713;The Learning Curve;1000000;0.225537;2001-10-05;0.0;Crime, Drama, Thriller
4714;Bandits;75000000;13.136791;2001-10-12;67631903.0;Action, Comedy, Crime, Romance
4715;Corky Romano;11000000;4.890067;2001-10-12;23978402.0;Action, Comedy, Crime
4716;少年黃飛鴻之鐵馬骝;0;8.733961;1993-09-03;14681661.0;Action, Crime, Drama
4717;À ma sœur!;0;2.063604;2001-03-07;0.0;Drama
4718;Mulholland Drive;15000000;18.184056;2001-05-16;20117339.0;Thriller, Drama, Mystery
4719;My First Mister;0;1.866367;2001-01-18;0.0;Comedy, Drama, Romance
4720;Spriggan;0;2.863839;1998-09-05;0.0;Action, Animation, Science Fiction
4721;Things Behind the Sun;0;0.480269;2001-10-12;0.0;Drama
4722;Bones;10000000;6.513545;2001-10-24;7316658.0;Action, Horror, Thriller
4723;Brannigan;0;1.878553;1975-03-21;0.0;Action, Crime, Drama, Mystery, Thriller
4724;Clambake;0;0.81731;1967-01-01;0.0;Music, Romance
4725;Dirty Harry;4000000;10.255315;1971-12-21;35976000.0;Action, Crime, Thriller
4726;Destiny in Space;0;1.578897;1994-01-17;0.0;Documentary
4727;Fiddler on the Roof;9000000;9.227244;1971-11-03;83304330.0;Drama, Romance
4728;Hail Columbia!;0;0.00551;1982-01-01;0.0;Documentary
4729;Kansas;0;0.537607;1988-09-23;0.0;Drama, Thriller, Crime, Romance
4730;Making the Grade;0;0.411365;1984-05-18;0.0;Comedy, Romance
4731;Mission to Mir;0;0.227606;1997-10-17;0.0;Documentary
4732;Not Without My Daughter;0;9.505757;1991-01-11;0.0;Drama, Thriller
4733;Female Trouble;25000;2.229324;1974-10-04;0.0;Comedy, Crime
4734;Titanica;0;0.826021;1995-04-01;0.0;Documentary
4735;From Hell;35000000;7.79014;2001-10-19;74558115.0;Horror, Mystery, Thriller
4736;The Last Castle;72000000;9.807552;2001-10-19;27642707.0;Action, Drama, Thriller
4737;Riding in Cars with Boys;48000000;4.556123;2001-10-19;35743308.0;Comedy, Drama, Romance
4738;เพชฌฆาตเงียบอันตราย;0;6.503788;1999-11-01;0.0;Thriller, Action, Crime, Drama
4739;Plata quemada;0;2.169971;2000-05-11;0.0;Crime
4740;Dancing at the Blue Iguana;0;1.900076;2000-09-14;0.0;Drama, Mystery
4741;Focus;0;0.313295;2001-10-19;0.0;Drama
4742;Intimacy;0;4.472873;2001-01-20;0.0;Romance, Drama
4743;Waking Life;0;12.051214;2001-01-23;3176880.0;Animation, Drama
4744;K-PAX;48000000;12.400152;2001-10-22;50315140.0;Drama, Science Fiction
4745;On the Line;0;4.118177;2001-10-26;0.0;Comedy, Family, Romance
4746;Thir13en Ghosts;0;8.819223;2001-10-26;0.0;Horror, Thriller
4747;Better Than Sex;0;7.563606;2000-11-09;0.0;Romance, Drama, Comedy
4748;Donnie Darko;6000000;18.303148;2001-01-18;1270522.0;Fantasy, Drama, Mystery
4749;High Heels and Low Lifes;0;0.958387;2001-07-16;0.0;Action, Crime, Comedy
4750;Life as a House;18000000;4.145598;2001-10-25;0.0;Drama
4751;The Man Who Wasn't There;0;7.204951;2001-05-13;0.0;Crime, Drama
4752;Aïe;0;0.053858;2000-09-06;0.0;Comedy
4753;La ville est tranquille;0;0.143611;2000-08-30;0.0;Drama, Foreign
4754;Trembling Before G-d;0;0.329301;2001-12-06;0.0;
4755;Domestic Disturbance;75000000;6.353996;2001-10-30;54249294.0;Mystery, Thriller, Crime
4756;Monsters, Inc.;115000000;26.419962;2001-11-01;562816256.0;Animation, Comedy, Family
4757;The One;49000000;9.769047;2001-11-02;72700000.0;Action, Science Fiction, Thriller
4758;Tape;100000;3.580063;2001-01-26;490475.0;Drama
4759;Heist;35000000;5.741817;2001-11-09;0.0;Action, Crime, Drama, Thriller
4760;Shallow Hal;40000000;12.520688;2001-11-01;141069860.0;Comedy, Romance
4761;King of the Jungle;0;0.938234;2000-10-12;27.0;Drama, Thriller
4762;Maze;0;0.52991;2000-10-10;0.0;Drama, Comedy, Romance
4763;When a Stranger Calls;0;9.133206;1979-10-26;0.0;Horror, Thriller
4764;Timerider: The Adventure of Lyle Swann;0;2.093837;1982-12-11;0.0;Action, Science Fiction, Western
4765;The Wash;7000000;2.483032;2001-11-16;10229331.0;Action, Comedy
4766;Harry Potter and the Philosopher's Stone;125000000;38.187238;2001-11-16;976475550.0;Adventure, Fantasy, Family
4767;The Fluffer;0;1.138132;2001-02-11;0.0;Comedy, Drama
4768;Novocaine;6000000;3.916221;2001-11-23;2025238.0;Comedy, Crime, Thriller
4769;Black Knight;0;9.37044;2001-11-21;0.0;Adventure, Comedy, Fantasy
4770;Out Cold;24000000;4.197544;2001-11-21;14782676.0;Comedy
4771;Spy Game;92000000;18.186839;2001-11-18;143049560.0;Action, Crime, Thriller
4772;El espinazo del diablo;4500000;11.111299;2001-04-20;6459020.0;Fantasy, Drama, Horror, Thriller, Science Fiction
4773;In the Bedroom;1700000;9.698269;2001-11-23;0.0;Drama, Thriller
4774;Così ridevano;0;0.630045;1998-01-01;0.0;
4775;Hell Up In Harlem;0;0.957581;1973-12-01;0.0;Action, Thriller
4776;Bucktown;0;0.231973;1975-07-02;0.0;Action
4777;Across 110th Street;0;5.920786;1972-12-19;0.0;Action, Crime, Drama, Thriller
4778;Le petit soldat;180000;2.394441;1963-01-25;0.0;Drama, War
4779;The Incredible Shrinking Woman;0;6.788178;1981-01-30;0.0;Comedy, Family, Science Fiction
4780;Keetje Tippel;0;0.347249;1975-03-06;0.0;Romance, Drama
4781;Jabberwocky;0;3.308729;1977-03-28;0.0;Fantasy, Comedy
4782;Funny Girl;14000000;4.651946;1968-09-19;52223306.0;Drama, Comedy, Music, Romance
4783;Circus of Horrors;0;1.653187;1960-04-01;0.0;Horror
4784;À bout de souffle;0;8.200586;1960-03-16;0.0;Drama, Crime
4785;The Beastmaster;0;5.577636;1982-08-20;14056528.0;Action, Fantasy
4786;Midway;0;10.836557;1976-06-18;0.0;Action, Drama, History, War
4787;MacArthur;9000000;1.956972;1977-07-01;0.0;Drama, History
4788;The Young Lions;0;12.654551;1958-04-02;0.0;Action, Drama, War
4789;Subway;2000000;8.066663;1985-04-10;390659.0;Action, Thriller
4790;Now, Voyager;0;2.480798;1942-10-31;0.0;Drama, Romance
4791;Little Women;424;3.277545;1933-11-24;0.0;Drama, Family
4792;Halls of Montezuma;0;0.78686;1951-01-04;0.0;Adventure, Drama, Action, War
4793;Guadalcanal Diary;0;0.204309;1943-01-01;0.0;Action, War, Drama
4794;Lo sbarco di Anzio;0;1.565244;1968-07-24;0.0;Action, Drama, War
4795;The Cheap Detective;0;3.351441;1978-06-23;0.0;Comedy, Thriller, Crime, Mystery
4796;Iedereen Beroemd!;0;0.917373;2000-04-12;0.0;Comedy, Foreign
4797;The Last Wave;810000;3.099222;1977-01-01;1258000.0;Drama, Mystery, Thriller
4798;Cet obscur objet du désir;0;6.049944;1977-08-17;0.0;Comedy, Drama, Romance
4799;The Toy;0;6.269867;1982-12-10;0.0;Comedy, Family
4800;Funeral in Berlin;0;13.869663;1966-12-22;0.0;Thriller
4801;Don't Go in the House;250000;1.811797;1980-03-28;0.0;Horror
4802;Dressed to Kill;6500000;9.3806;1980-06-25;31899000.0;Horror, Mystery, Thriller
4803;The Earthling;0;0.006964;1980-07-24;0.0;Action, Drama
4804;The Exterminator;0;3.576607;1980-09-10;0.0;Action, Thriller, Crime, Drama
4805;The Falls;0;0.866004;1980-01-01;0.0;Drama, Science Fiction
4806;Fame;0;5.511557;1980-05-16;21202829.0;Drama
4807;Fatso;0;0.578345;1980-02-01;0.0;Comedy, Romance
4808;La femme de l'aviateur;0;7.326636;1981-03-04;0.0;Comedy, Drama, Romance
4809;The Final Countdown;0;11.319726;1980-01-31;16647800.0;Action, Science Fiction
4810;The First Deadly Sin;0;1.64451;1980-10-03;0.0;Crime, Drama, Mystery, Thriller
4811;Flash Gordon;35000000;6.346979;1980-09-01;27107960.0;Science Fiction
4812;The Angry Red Planet;0;2.891661;1959-11-23;0.0;Adventure, Science Fiction
4813;At the Earth's Core;0;3.277291;1976-07-01;0.0;Adventure, Fantasy, Science Fiction
4814;Empire of the Ants;0;3.244027;1977-06-29;0.0;Horror, Science Fiction
4815;The Enforcer;9000000;7.550133;1976-12-20;46236000.0;Action, Crime, Thriller
4816;An Eye for an Eye;0;2.28638;1981-08-14;7496681.0;Adventure, Action, Crime
4817;The Gauntlet;5500000;6.389326;1977-12-21;26414658.0;Drama, Action, Crime, Thriller
4818;I Bury the Living;0;0.520916;1958-07-01;0.0;Horror
4819;Invasion U.S.A.;0;3.846849;1985-09-27;0.0;Action, Thriller
4820;Lone Wolf McQuade;5000000;5.839893;1983-04-14;12232628.0;Action, Crime, Drama, Romance, Thriller, Western
4821;Lord of the Flies;0;13.889303;1990-03-16;0.0;Adventure, Drama, Thriller
4822;Morons from Outer Space;0;1.566559;1985-03-29;0.0;Comedy, Science Fiction
4823;The People That Time Forgot;0;13.5265;1977-07-06;0.0;Adventure, Fantasy, Science Fiction
4824;Ocean's Eleven;0;7.29506;1960-02-17;0.0;Thriller, Music, Comedy, Crime
4825;The Sicilian;16500000;5.979288;1987-10-23;0.0;Drama
4826;The Stunt Man;0;3.909063;1980-06-27;0.0;Action, Comedy, Drama, Thriller
4827;Sudden Impact;22000000;9.737907;1983-12-07;67642693.0;Action, Crime, Thriller
4828;Behind Enemy Lines;40000000;11.185625;2001-11-17;91753202.0;Action, Drama, Thriller, War
4829;The Affair of the Necklace;0;5.429441;2001-11-20;0.0;Drama, History
4830;The Independent;0;1.345586;2000-11-10;0.0;Comedy
4831;Porn Star: The Legend of Ron Jeremy;0;0.794916;2001-01-01;0.0;Documentary
4832;Texas Rangers;0;4.090903;2001-11-30;0.0;Action, Western
4833;Ocean's Eleven;85000000;12.114932;2001-12-07;450717150.0;Thriller, Crime
4834;باران;0;2.528855;2001-01-31;0.0;Drama, Foreign, Romance
4835;The Business of Strangers;0;2.239112;2001-01-19;0.0;Drama, Thriller
4836;The Incredible Shrinking Man;750000;4.910227;1957-02-22;0.0;Drama, Science Fiction, Thriller
4837;No Man's Land;1012153;5.0511;2001-09-08;0.0;Drama, Action, History
4838;Piñero;0;0.362429;2001-01-01;0.0;Drama
4839;And Then There Were None;0;4.496034;1945-10-31;0.0;Crime, Drama, Mystery
4840;Der blaue Engel;0;2.40612;1930-03-31;0.0;Drama
4841;Moscow on the Hudson;0;4.021828;1984-06-04;25100000.0;Comedy, Drama, Romance
4842;The Owl and the Pussycat;0;1.589466;1970-01-01;0.0;Comedy, Romance
4843;Le fabuleux destin d'Amélie Poulain;10000000;12.879381;2001-04-25;173921954.0;Comedy, Romance
4844;Not Another Teen Movie;16000000;9.101896;2001-12-07;66468332.0;Comedy
4845;Vanilla Sky;68000000;10.071057;2001-12-10;203388341.0;Drama, Mystery, Romance, Science Fiction, Thriller
4846;Iris;0;2.964908;2001-12-14;0.0;Drama, Romance
4847;Safar e Ghandehar;0;1.462073;2001-05-11;0.0;Drama
4848;Lantana;0;2.994899;2001-10-04;0.0;Crime, Drama, Mystery, Thriller
4849;The Royal Tenenbaums;21000000;9.707542;2001-10-05;71441250.0;Comedy, Drama
4850;Bill & Ted's Bogus Journey;0;7.256293;1991-07-19;0.0;Adventure, Comedy, Family, Fantasy, Science Fiction
4851;Clockwise;0;10.12489;1986-03-01;0.0;Comedy
4852;The Trollenberg Terror;0;0.93291;1958-07-07;0.0;Horror, Science Fiction
4853;The Holcroft Covenant;0;3.163464;1985-09-20;0.0;Action, Crime, Thriller
4854;Morgan: A Suitable Case for Treatment;0;1.207649;1966-01-01;0.0;Comedy, Drama, Fantasy
4855;Sheena;25000000;4.11214;1984-08-17;5778353.0;Action, Adventure, Comedy, Fantasy, Science Fiction
4856;Silent Rage;4500000;1.808605;1982-04-02;10500000.0;Action, Horror, Science Fiction, Thriller
4857;Spacehunter: Adventures in the Forbidden Zone;15000000;3.521436;1983-05-20;16500000.0;Adventure, Science Fiction
4858;White Water Summer;0;7.74579;1987-07-10;300859.0;Family, Adventure, Drama
4859;How High;12000000;6.796277;2001-12-21;31155435.0;Comedy
4860;Jimmy Neutron: Boy Genius;25000000;7.308162;2001-12-21;80936232.0;Action, Adventure, Animation, Comedy, Family, Fantasy, Science Fiction
4861;Joe Somebody;38000000;4.273193;2001-12-21;0.0;Comedy
4862;Kate & Leopold;0;7.196356;2001-12-25;0.0;Comedy, Fantasy, Romance, Science Fiction
4863;The Lord of the Rings: The Fellowship of the Ring;93000000;32.070725;2001-12-18;871368364.0;Adventure, Fantasy, Action
4864;The Majestic;72000000;8.063684;2001-12-21;37317558.0;Drama, Romance
4865;A Beautiful Mind;60000000;11.93646;2001-12-11;313542341.0;Drama, Romance
4866;Otesánek;0;2.684863;2001-01-25;0.0;Animation, Fantasy, Drama, Horror, Comedy, Science Fiction
4867;The Convent;0;1.351392;2000-01-21;0.0;Horror, Thriller, Comedy
4868;The Defiant Ones;0;3.666979;1958-08-14;0.0;Crime, Drama
4869;Dodsworth;0;2.010982;1936-09-23;0.0;Drama, Romance
4870;Medium Cool;0;1.080317;1969-08-27;0.0;Drama
4871;Sahara;0;2.27778;1943-09-02;0.0;Action, Adventure, Drama, War
4872;Fritz the Cat;850000;3.027994;1972-04-12;0.0;Animation, Comedy, Drama
4873;The Nine Lives of Fritz the Cat;0;1.553516;1974-09-18;0.0;Animation, Comedy
4874;The Party;1500000;5.354787;1968-04-04;0.0;Comedy
4875;Separate Tables;0;1.588943;1958-12-18;0.0;Drama, Romance
4876;Yu pu tuan zhi: Tou qing bao jian;0;1.824275;1991-11-30;396003.0;Drama, Adventure, Comedy
4877;Topkapi;0;4.769209;1964-09-02;0.0;Adventure, Comedy, Crime
4878;Witness for the Prosecution;3000000;9.730217;1957-12-17;9000000.0;Drama, Mystery, Crime
4879;Ali;107000000;9.303104;2001-12-11;87713825.0;Drama
4880;Black Hawk Down;92000000;10.064446;2001-12-28;172989651.0;Action, History, War
4881;Charlotte Gray;0;11.34469;2001-12-17;741394.0;Drama, History, Romance, War
4882;Yentl;12000000;2.592296;1983-11-18;30400000.0;Music, Drama, Romance
4883;Gosford Park;19800000;14.101101;2001-11-07;87754044.0;Drama, Mystery, Thriller
4884;I Am Sam;22000000;12.935016;2001-12-28;92542418.0;Drama
4885;Monster's Ball;4000000;6.341187;2001-11-11;44909486.0;Drama, Romance
4886;The Shipping News;0;8.191094;2001-12-18;0.0;Drama, Romance
4887;The Big Heat;0;8.48839;1953-10-14;0.0;Crime, Drama
4888;Motorama;0;1.147517;1991-09-10;0.0;Comedy
4889;Queen Bee;0;5.002136;1955-11-07;0.0;Drama
4890;Silent Trigger;15000000;1.672406;1996-06-26;76382.0;Drama, Action, Thriller
4891;Murder by Death;0;5.570606;1976-06-23;0.0;Comedy, Crime, Mystery, Thriller
4892;The Servant;0;6.071204;1963-11-01;0.0;Drama
